xpath,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0,2015v2.0,2015v2.1
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/AMORTIZATIONSCHEDULEDETAIL/AMORTIZEDEXPENSESDESC,,,,,,,,,,,,,,,,,,,,G 251,G 266,G 145,G 629,G 156,G 118,G 345
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/AMORTIZATIONSCHEDULEDETAIL/CURRENTYEARAMORTIZATIONAMT,,,,,,,,,,,,,,,,,,,,G 210,G 222,X 7,G 525,G 117,G 118,G 296
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/AMORTIZATIONSCHEDULEDETAIL/DEDUCTIONFORPRIORYEARSAMT,,,,,,,,,,,,,,,,,,,,G 199,G 234,G 126,G 545,G 136,G 101,G 293
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/AMORTIZATIONSCHEDULEDETAIL/NETINVESTMENTINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 248,G 75,G 104,G 386,G 109,,G 277
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/AMORTIZATIONSCHEDULEDETAIL/TOTALAMORTIZATIONAMT,,,,,,,,,,,,,,,,,,,,G 249,G 257,G 145,G 277,G 153,G 118,G 599
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/AMORTIZATION/TOTALAMOUNTOFAMORTIZATION,,,G 2,X 3,G 7,X 1,G 40,G 164,,G 9,G 296,G 16,,G 20,G 98,G 374,G 14,G 28,X 5,,,,,,,
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/@DOCUMENTID,,,X 1,X 3,X 5,X 25,X 115,X 86,,X 18,X 407,X 24,,X 128,X 209,X 617,X 27,X 103,X 5,X 448,X 664,X 252,X 1812,X 347,X 455,X 1971
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/@SOFTWAREID,,,,X 2,X 1,X 16,X 59,X 4,,,X 87,,,X 51,X 209,,X 23,,,,X 200,X 106,X 395,X 136,X 455,X 50
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/@SOFTWAREVERSION,,,,X 2,X 1,X 16,X 59,X 4,,,X 87,,,X 51,X 209,,X 23,,,,X 200,X 106,,,,
/RETURN/RETURNDATA/AMORTIZATIONSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 395,X 136,X 455,X 50
/RETURN/RETURNDATA/APPLIEDTOPRIORYEARELECTION/@DOCUMENTID,,,,,X 3,X 5,X 68,X 78,,X 4,X 850,,,X 91,X 21,X 1779,X 32,,X 6,X 2140,X 72,X 381,X 3173,X 531,X 276,X 4069
/RETURN/RETURNDATA/APPLIEDTOPRIORYEARELECTION/ELECTION,,,,,X 3,X 5,X 68,X 77,,X 2,X 850,,,X 91,X 21,X 1779,X 32,,X 6,,,,,,,
/RETURN/RETURNDATA/APPLIEDTOPRIORYEARELECTION/ELECTIONDESC,,,,,,,,,,,,,,,,,,,,X 2140,X 72,X 381,X 3153,X 531,X 276,X 4069
/RETURN/RETURNDATA/APPLIEDTOPRIORYEARELECTION/@SOFTWAREID,,,,,X 1,,X 1,,,,X 4,,,,,,X 32,,,,X 24,,X 89,X 30,X 138,X 31
/RETURN/RETURNDATA/APPLIEDTOPRIORYEARELECTION/@SOFTWAREVERSION,,,,,X 1,,X 1,,,,X 4,,,,,,X 32,,,,X 24,,,,,
/RETURN/RETURNDATA/APPLIEDTOPRIORYEARELECTION/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 89,X 30,X 138,X 31
/RETURN/RETURNDATA/AVERAGINGATTACHMENT/@DOCUMENTID,,,,X 2,,X 23,X 21,X 26,X 2,X 64,X 149,X 2,,X 102,,X 126,,X 240,,,X 368,X 255,X 670,X 326,,X 817
/RETURN/RETURNDATA/AVERAGINGATTACHMENT/EXPLANATION,,,,X 2,,X 21,X 21,X 25,X 2,X 60,X 149,,,X 99,,X 123,,X 236,,,,,,,,
/RETURN/RETURNDATA/AVERAGINGATTACHMENT/EXPLANATIONTXT,,,,,,,,,,,,,,,,,,,,,X 368,X 250,X 670,X 320,,X 817
/RETURN/RETURNDATA/AVERAGINGATTACHMENT/@SOFTWAREID,,,,,,,,,,,X 3,,,,,,,,,,X 4,,X 5,,,
/RETURN/RETURNDATA/AVERAGINGATTACHMENT/@SOFTWAREVERSION,,,,,,,,,,,X 3,,,,,,,,,,X 4,,,,,
/RETURN/RETURNDATA/AVERAGINGATTACHMENT/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 5,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/AMOUNTBORROWED,,,,,,,,,,,G 1,,,,,X 7,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/ELECTIONSTATEMENT,,,,,,,,,,,G 1,,,,,X 3,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/BORROWEDAMT,,,,,,,,,,,,,,,,,,,,X 4,X 4,,X 18,,,X 19
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/BUSINESSNAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,X 6,,,X 6
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/ELECTIONSTATEMENTTXT,,,,,,,,,,,,,,,,,,,,X 4,,,X 12,,,X 19
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/PERSONNM,,,,,,,,,,,,,,,,,,,,X 8,X 8,,X 22,,,X 25
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/ADDRESSLINE1,,,,,,,,,,,,,,,,,,,,X 8,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/ADDRESSLINE1TXT,,,,,,,,,,,,,,,,,,,,,,,X 17,,,X 19
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/CITY,,,,,,,,,,,,,,,,,,,,X 8,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/CITYNM,,,,,,,,,,,,,,,,,,,,,,,X 17,,,X 19
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/STATE,,,,,,,,,,,,,,,,,,,,X 8,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/STATEABBREVIATIONCD,,,,,,,,,,,,,,,,,,,,,,,X 17,,,X 19
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/ZIPCD,,,,,,,,,,,,,,,,,,,,,,,X 17,,,X 19
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USADDRESS/ZIPCODE,,,,,,,,,,,,,,,,,,,,X 8,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDSGRP/USEOFBORROWEDFUNDSTXT,,,,,,,,,,,,,,,,,,,,X 4,,,X 12,,,X 25
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/PERSONNAME,,,,,,,,,,,G 1,,,,,X 7,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/USADDRESS/ADDRESSLINE1,,,,,,,,,,,G 1,,,,,X 7,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/USADDRESS/CITY,,,,,,,,,,,G 1,,,,,X 7,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/USADDRESS/STATE,,,,,,,,,,,G 1,,,,,X 7,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/USADDRESS/ZIPCODE,,,,,,,,,,,G 1,,,,,X 7,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/BORROWEDFUNDS/USEOFBORROWEDFUNDS,,,,,,,,,,,G 2,,,,,X 7,,,,,,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/@DOCUMENTID,,,,,,,,,,,X 8,,,,,X 7,X 7,,,X 24,X 8,,X 33,,,X 43
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/@SOFTWAREID,,,,,,,,,,,,,,,,,,,,,X 4,,X 10,,,X 18
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/@SOFTWAREVERSION,,,,,,,,,,,,,,,,,,,,,X 4,,,,,
/RETURN/RETURNDATA/BORROWEDFUNDSELECTION/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 10,,,X 18
/RETURN/RETURNDATA/CASHDEEMEDCHARITABLEEXPLNSTMT/@DOCUMENTID,,,,X 1,X 3,X 8,X 57,X 51,,X 2,X 290,,,X 33,X 236,X 487,X 25,X 4,,X 581,X 324,X 142,X 1486,X 243,X 296,X 1737
/RETURN/RETURNDATA/CASHDEEMEDCHARITABLEEXPLNSTMT/EXPLANATION,,,,X 1,X 3,X 8,X 57,X 51,,X 2,X 290,,,X 33,X 236,X 487,X 25,X 4,,,,,,,,
/RETURN/RETURNDATA/CASHDEEMEDCHARITABLEEXPLNSTMT/SHORTEXPLANATIONTXT,,,,,,,,,,,,,,,,,,,,X 581,X 324,X 142,X 1458,X 243,X 296,X 1724
/RETURN/RETURNDATA/CASHDEEMEDCHARITABLEEXPLNSTMT/@SOFTWAREID,,,,X 1,X 1,X 1,X 11,X 2,,,X 41,,,X 3,X 149,,X 15,,,,X 184,X 27,X 239,X 56,X 296,X 86
/RETURN/RETURNDATA/CASHDEEMEDCHARITABLEEXPLNSTMT/@SOFTWAREVERSION,,,,X 1,X 1,X 1,X 11,X 2,,,X 41,,,X 3,X 149,,X 15,,,,X 184,X 27,,,,
/RETURN/RETURNDATA/CASHDEEMEDCHARITABLEEXPLNSTMT/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 239,X 56,X 296,X 86
/RETURN/RETURNDATA/CASHDISTRIBUTIONEXPLNSTMT/@DOCUMENTID,,,,,,X 1,X 8,X 14,,,X 51,X 4,,,X 28,X 50,X 4,,,X 44,X 76,X 22,X 166,X 38,X 110,X 167
/RETURN/RETURNDATA/CASHDISTRIBUTIONEXPLNSTMT/EXPLANATION,,,,,,X 1,X 8,X 13,,,X 51,X 4,,,X 28,X 50,X 4,,,,,,,,,
/RETURN/RETURNDATA/CASHDISTRIBUTIONEXPLNSTMT/EXPLANATIONTXT,,,,,,,,,,,,,,,,,,,,X 44,X 76,X 22,X 166,X 38,X 110,X 161
/RETURN/RETURNDATA/CASHDISTRIBUTIONEXPLNSTMT/@SOFTWAREID,,,,,,,X 5,X 2,,,X 18,,,,X 28,,X 4,,,,X 60,,X 88,X 6,X 98,X 19
/RETURN/RETURNDATA/CASHDISTRIBUTIONEXPLNSTMT/@SOFTWAREVERSION,,,,,,,X 5,X 2,,,X 18,,,,X 28,,X 4,,,,X 60,,,,,
/RETURN/RETURNDATA/CASHDISTRIBUTIONEXPLNSTMT/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 88,X 6,X 98,X 19
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATION/BUSINESSNAME/BUSINESSNAMELINE1,,,,G 241,,G 488,G 1,G 603,G 25,G 125,G 1,G 3,,G 179,,G 1191,G 8,G 621,,,,,,,,
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATION/BUSINESSNAME/BUSINESSNAMELINE2,,,,G 117,,G 155,G 1,G 39,G 9,G 49,G 797,,,G 76,,G 549,,G 225,,,,,,,,
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATION/EXPLANATION,,,G 168,G 33,G 6,G 91,G 1395,G 231,G 8,G 33,G 2864,G 16,,G 46,G 8,G 2703,G 190,G 42,G 32,,,,,,,
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATIONEXPLANATIONGRP/BUSINESSNAME/BUSINESSNAMELINE1,,,,,,,,,,,,,,,,,,,,G 8,G 1509,G 215,,,,
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATIONEXPLANATIONGRP/BUSINESSNAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 34,G 2,G 20,G 25
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATIONEXPLANATIONGRP/BUSINESSNAME/BUSINESSNAMELINE2,,,,,,,,,,,,,,,,,,,,,G 639,G 73,,,,
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATIONEXPLANATIONGRP/BUSINESSNAME/BUSINESSNAMELINE2TXT,,,,,,,,,,,,,,,,,,,,,,,,,,G 1
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATIONEXPLANATIONGRP/PERSONNM,,,,,,,,,,,,,,,,,,,,G 149,G 146532,G 31557,G 4897,G 483,G 174,G 4855
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATIONEXPLANATIONGRP/SHORTEXPLANATIONTXT,,,,,,,,,,,,,,,,,,,,G 144,G 3869,G 465,G 4835,G 472,G 773,G 4800
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/COMPENSATION/PERSONNAME,,,G 171,G 6297,G 6,G 78,G 50456,G 6176,G 2079,G 10417,G 109596,G 16,,G 18969,G 8,G 89080,G 207,G 64866,G 470,,,,,,,
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/@DOCUMENTID,,,G 171,X 805,X 7,X 2164,X 18,X 1,X 576,X 2971,G 20026,G 75,,X 8100,G 8,X 50079,G 5499,X 34391,X 482,G 167,X 118766,G 5259,G 7518,G 897,X 158,G 7762
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/@SOFTWAREID,,,,X 2,X 6,,G 42,G 45,,,X 2,,,X 3,X 2,,G 5411,,X 92,,X 19744,G 687,G 5439,G 708,G 31,G 6108
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/@SOFTWAREVERSION,,,,X 2,X 6,,G 42,G 45,,,X 2,,,X 3,G 7,,G 5411,,X 92,,X 19744,X 53,,,,
/RETURN/RETURNDATA/COMPENSATIONEXPLANATION/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 5439,G 708,G 31,G 2185
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLANATION/CONTRACTORNAMEBUSINESS/BUSINESSNAMELINE1,,,,,,G 22,G 114,G 5,,,G 144,,,G 30,G 185,G 6,,G 2,G 1,,,,,,,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLANATION/CONTRACTORNAMEBUSINESS/BUSINESSNAMELINE2,,,,,,,G 2,,,,G 2,,,,,G 1,,G 1,,,,,,,,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLANATION/CONTRACTORNAMEPERSON,,,,G 2,,G 1,G 4,G 1,,X 2,G 19,,,G 5,G 15,G 29,,G 9,G 3,,,,,,,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLANATION/EXPLANATION,,,,G 2,,G 8,G 8,X 2,,X 2,G 66,,,G 11,G 33,G 35,,G 12,G 3,,,,,,,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLNGRP/CONTRACTORBUSINESSNAME/BUSINESSNAMELINE1,,,,,,,,,,,,,,,,,,,,,G 234,G 41,,,,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLNGRP/CONTRACTORBUSINESSNAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 93,G 27,G 84,G 14
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLNGRP/CONTRACTORBUSINESSNAME/BUSINESSNAMELINE2,,,,,,,,,,,,,,,,,,,,,G 5,,,,,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLNGRP/CONTRACTORBUSINESSNAME/BUSINESSNAMELINE2TXT,,,,,,,,,,,,,,,,,,,,,,,G 1,,,G 7
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLNGRP/CONTRACTORPERSONNM,,,,,,,,,,,,,,,,,,,,,G 76,G 28,G 72,G 20,G 13,G 80
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/CONTRACTORCOMPEXPLNGRP/EXPLANATIONTXT,,,,,,,,,,,,,,,,,,,,,G 134,G 7,G 165,G 47,G 96,G 64
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/@DOCUMENTID,,,,X 1,,X 11,X 94,X 15,,X 6,X 196,X 10,,X 100,X 420,X 90,,X 35,X 11,,X 737,X 201,X 558,X 157,X 361,X 376
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/@SOFTWAREID,,,,X 1,,X 11,X 86,,,,X 154,,,X 88,X 420,,,,X 5,,X 557,X 146,X 291,X 78,X 330,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/@SOFTWAREVERSION,,,,X 1,,X 11,X 86,,,,X 154,,,X 88,X 420,,,,X 5,,X 557,X 146,,,,
/RETURN/RETURNDATA/CONTRACTORCOMPENSATIONEXPLN/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 291,X 78,X 330,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/ADJUSTEDNETINCOME,,,,G 27,G 460,G 1091,G 127,G 5939,,G 214,G 11253,G 1,,G 999,G 205,G 15612,G 16,G 404,,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/COMPUTATIONMETHOD,,,G 15,G 287,G 660,X 1,G 1651,G 274,G 5,G 715,G 31099,G 781,,G 4168,G 8532,G 14346,G 344,G 4520,G 19,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/COSTOFGOODSSOLDNOTINCLUDED,,,,,,,G 2,G 16,,,G 19,,,,,G 22,G 1,,,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/COSTOROTHERBASIS,,,G 15,G 297,G 662,X 1,G 1651,G 12117,G 5,G 740,G 31947,G 917,,G 4268,G 8535,G 14909,G 356,G 4850,G 19,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/CURRENTYEAREXPENSE,,,G 9,G 215,G 663,X 1,G 1484,G 3787,,G 399,G 25973,G 484,,G 1112,G 7343,G 12653,G 275,G 2414,G 19,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/DATEACQUIRED,,,G 15,G 297,G 646,X 1,G 14316,G 11967,G 5,G 749,G 2342,G 902,,G 1208,G 8537,G 29771,G 346,G 4862,G 19,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/DESCRIPTIONOFPROPERTY,,,G 15,G 299,G 663,G 3506,G 1651,G 3997,G 5,G 768,G 2389,G 917,,G 1217,G 8536,G 29998,G 194,G 4933,G 19,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/LIFE,,,G 15,G 263,G 635,G 2929,G 11727,G 3645,G 5,G 3,G 168,G 396,,G 3390,G 2782,G 27297,G 147,G 4432,,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/NETINVESTMENTINCOME,,,,G 36,G 656,G 2124,G 4168,G 274,,G 12,G 15276,,,G 1781,G 135,G 20865,G 75,G 158,,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/PRIORYEARSDEPRECIATION,,,G 11,G 259,G 503,X 1,G 1491,G 10243,G 5,G 683,G 2031,G 636,,G 1079,G 7284,G 25649,G 325,G 4240,G 19,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/ACQUIREDDT,,,,,,,,,,,,,,,,,,,,G 70,G 23440,G 9270,G 50228,G 998,G 6306,G 50072
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/ADJUSTEDNETINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 14,G 3432,G 2969,G 18437,G 553,G 163,G 21703
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/COMPUTATIONMETHODTXT,,,,,,,,,,,,,,,,,,,,G 19763,G 22334,G 9040,G 48861,G 10222,G 6305,G 48406
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/COSTOFGOODSSOLDNOTINCLUDEDAMT,,,,,,,,,,,,,,,,,,,,G 33,,,G 42,,,G 53
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/COSTOROTHERBASISAMT,,,,,,,,,,,,,,,,,,,,G 19998,G 23478,G 120,G 50449,G 10513,G 6305,G 50337
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/CURRENTYEAREXPENSEAMT,,,,,,,,,,,,,,,,,,,,G 70,G 15909,G 7279,G 41400,G 8627,G 6286,G 39592
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/LIFERT,,,,,,,,,,,,,,,,,,,,G 18782,G 18535,G 7954,G 43314,G 8870,G 2839,G 45859
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/NETINVESTMENTINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 19993,G 2958,G 4521,G 26370,G 5434,G 198,G 28243
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/PRIORYEARDEPRECIATIONAMT,,,,,,,,,,,,,,,,,,,,G 17248,G 20347,G 8192,G 19342,G 9320,G 5560,G 43643
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/PROPERTYDESC,,,,,,,,,,,,,,,,,,,,G 70,G 23610,G 9343,G 50601,G 10592,G 6306,G 50470
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATIONPROPERTYGRP/RT,,,,,,,,,,,,,,,,,,,,G 596,G 2925,G 843,G 3864,G 1172,G 3450,G 332
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/DEPRECIATION/RATE,,,,G 20,G 17,G 444,G 1880,G 7,,,G 3113,G 1,,G 639,G 1690,G 239,G 29,,G 19,,,,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/@DOCUMENTID,,,X 4,X 30,X 36,X 287,X 1856,X 1474,X 6,X 476,X 6824,X 1005,,X 1965,X 2952,X 12687,X 359,X 2623,X 27,X 4319,X 19731,X 4824,X 37234,X 6463,X 4782,G 6827
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/@SOFTWAREID,,,,X 6,X 5,X 35,X 400,X 48,,,X 987,,,X 306,X 2270,,X 330,,X 6,,X 2736,X 743,X 4205,X 1046,X 4718,G 145
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/@SOFTWAREVERSION,,,,X 6,X 5,X 35,X 400,X 48,,,X 987,,,X 306,X 2270,,X 330,,X 6,,X 2736,X 743,,,,
/RETURN/RETURNDATA/DEPRECIATIONSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 4205,X 1046,X 4718,G 145
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/ADDRESSUS/ADDRESSLINE1,,,,X 2,X 2,X 6,G 136,X 16,,,G 256,X 4,,G 9,G 50,G 389,X 3,X 43,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/ADDRESSUS/ADDRESSLINE2,,,,,,X 1,,,,,G 1,,,,,G 1,,,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/ADDRESSUS/CITY,,,,X 2,X 2,X 6,G 136,X 16,,,G 256,X 4,,G 9,G 50,G 389,X 3,X 43,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/ADDRESSUS/STATE,,,,X 2,X 2,X 6,X 3,G 92,,,G 27,X 4,,G 9,G 50,G 389,X 3,X 43,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/ADDRESSUS/ZIPCODE,,,,X 2,X 2,X 6,G 136,G 92,,,G 27,X 4,,G 9,G 17,G 211,X 3,X 43,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/BUSINESSNAME/BUSINESSNAMELINE1,,,,X 2,X 2,X 6,G 116,G 86,,,G 27,,,G 7,G 16,G 198,X 3,X 27,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/BUSINESSNAME/BUSINESSNAMELINE2,,,,,,X 2,,G 1,,,G 6,,,,,,,,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/DISSOLUTIONAMT,,,,X 2,X 2,X 6,X 3,G 94,,,G 268,X 4,,G 2,G 53,G 402,X 3,X 47,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/EXPLANATION,,,,X 2,X 2,X 6,X 3,G 94,,,G 27,X 4,,G 10,G 53,G 219,X 3,X 47,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/FOREIGNADDRESS/ADDRESSLINE1,,,,,,,G 2,,,,G 2,,,,,G 4,,,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/FOREIGNADDRESS/CITY,,,,,,,G 2,,,,G 2,,,,,G 4,,,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/FOREIGNADDRESS/COUNTRY,,,,,,,G 2,,,,G 2,,,,,G 3,,,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/FOREIGNADDRESS/POSTALCODE,,,,,,,G 2,,,,G 1,,,,,G 1,,,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/FOREIGNADDRESS/PROVINCEORSTATE,,,,,,,,,,,G 2,,,,,G 1,,,,,,,,,,
/RETURN/RETURNDATA/DISSOLUTIONSTMT/DISSOLUTIONINFO/PERSONNAME,,,,,,,X 1,G 8,,,G 25,X 4,,G 2,G 1,G 20,,X 20,,,,,,,,
